Time[8ns],Data[7:0],Status[2:0],/RDY,/ASTB,/TR,/RST,/TE
219883792,223,3,0,1,0,1,0
219883826,223,3,0,0,0,1,0
219883874,223,3,0,1,0,1,0
219884060,223,3,1,1,0,1,0
219884094,223,3,0,1,0,1,0
219884095,193,3,0,1,0,1,0
219884097,193,3,0,0,0,1,0
219884098,193,3,0,1,0,1,0
219884099,193,3,0,0,0,1,0
219884104,193,3,0,1,0,1,0
219884139,193,3,0,0,0,1,0
219884186,193,3,0,1,0,1,0
219884372,193,3,1,1,0,1,0
219884407,193,3,0,1,0,1,0
219884408,236,3,0,1,0,1,0
219884417,238,3,0,1,0,1,0
219884451,238,3,0,0,0,1,0
219884499,238,3,0,1,0,1,0
219884685,238,3,1,1,0,1,0
219884719,238,3,0,1,0,1,0
219884720,42,3,0,0,0,1,0
219884721,59,3,0,0,0,1,0
219884729,59,3,0,1,0,1,0
219884763,59,3,0,0,0,1,0
219884811,59,3,0,1,0,1,0
219884997,59,3,1,1,0,1,0
219885032,59,3,0,1,0,1,0
219885034,12,3,0,1,0,1,0
219885036,12,3,0,0,0,1,0
219885042,12,3,0,1,0,1,0
219885076,12,3,0,0,0,1,0
219885124,12,3,0,1,0,1,0
219885404,12,3,1,1,0,1,0
219885438,12,3,0,1,0,1,0
219885439,164,3,0,0,0,1,0
219885448,164,3,0,1,0,1,0
219885482,164,3,0,0,0,1,0
219885530,164,3,0,1,0,1,0
219885716,164,3,1,1,0,1,0
219885751,164,3,0,1,0,1,0
219885760,230,3,0,1,0,1,0
219885794,230,3,0,0,0,1,0
219885842,230,3,0,1,0,1,0
219886028,230,3,1,1,0,1,0
219886063,230,3,0,1,0,1,0
219886064,3,3,0,0,0,1,0
219886066,19,3,0,0,0,1,0
219886072,19,3,0,1,0,1,0
219886107,19,3,0,0,0,1,0
219886155,19,3,0,1,0,1,0
219886341,19,3,1,1,0,1,0
219886375,19,3,0,1,0,1,0
219886376,1,3,0,1,0,1,0
219886385,141,3,0,1,0,1,0
219886419,141,3,0,0,0,1,0
219886467,141,3,0,1,0,1,0
219886653,141,3,1,1,0,1,0
